image,clean,intact
train_0000.jpg,1,0
train_0001.jpg,1,1
train_0002.jpg,0,1
train_0003.jpg,1,1
train_0004.jpg,1,1
train_0005.jpg,0,0
train_0006.jpg,1,1
train_0007.jpg,0,1
train_0008.jpg,0,1
train_0009.jpg,1,0
train_0010.jpg,1,0
train_0011.jpg,1,0
train_0012.jpg,1,0
train_0013.jpg,1,1
train_0014.jpg,0,0
train_0015.jpg,1,1
train_0016.jpg,1,1
train_0017.jpg,1,1
train_0018.jpg,1,1
train_0019.jpg,1,0
train_0020.jpg,0,0
train_0021.jpg,1,0
train_0022.jpg,1,1
train_0023.jpg,1,1
train_0024.jpg,1,1
train_0025.jpg,1,1
train_0026.jpg,1,0
train_0027.jpg,0,1
train_0028.jpg,1,1
train_0029.jpg,0,0
train_0030.jpg,1,1
train_0031.jpg,0,0
train_0032.jpg,0,1
train_0033.jpg,1,1
train_0034.jpg,1,1
train_0035.jpg,1,1
train_0036.jpg,1,0
train_0037.jpg,1,1
train_0038.jpg,1,0
train_0039.jpg,0,0
train_0040.jpg,1,0
train_0041.jpg,1,1
train_0042.jpg,1,1
train_0043.jpg,0,0
train_0044.jpg,0,1
train_0045.jpg,1,1
train_0046.jpg,0,1
train_0047.jpg,0,0
train_0048.jpg,1,0
train_0049.jpg,0,0
train_0050.jpg,1,1
train_0051.jpg,1,0
train_0052.jpg,1,0
train_0053.jpg,1,1
train_0054.jpg,0,1
train_0055.jpg,0,0
train_0056.jpg,1,0
train_0057.jpg,1,1
train_0058.jpg,1,1
train_0059.jpg,1,0
train_0060.jpg,1,0
train_0061.jpg,1,0
train_0062.jpg,1,0
train_0063.jpg,1,0
train_0064.jpg,1,0
train_0065.jpg,1,1
train_0066.jpg,1,0
train_0067.jpg,1,1
train_0068.jpg,1,0
train_0069.jpg,1,0
train_0070.jpg,1,1
train_0071.jpg,1,0
train_0072.jpg,1,1
train_0073.jpg,1,0
train_0074.jpg,1,0
train_0075.jpg,0,1
train_0076.jpg,1,0
train_0077.jpg,1,0
train_0078.jpg,1,1
train_0079.jpg,1,1
train_0080.jpg,0,0
train_0081.jpg,1,1
train_0082.jpg,1,1
train_0083.jpg,0,0
train_0084.jpg,1,0
train_0085.jpg,1,1
train_0086.jpg,1,1
train_0087.jpg,0,0
train_0088.jpg,1,0
train_0089.jpg,1,1
train_0090.jpg,0,1
train_0091.jpg,1,1
train_0092.jpg,0,0
train_0093.jpg,0,0
train_0094.jpg,1,1
train_0095.jpg,0,1
train_0096.jpg,1,0
train_0097.jpg,0,1
train_0098.jpg,1,0
train_0099.jpg,1,1
train_0100.jpg,0,1
train_0101.jpg,0,0
train_0102.jpg,1,0
train_0103.jpg,1,0
train_0104.jpg,1,0
train_0105.jpg,0,1
train_0106.jpg,1,0
train_0107.jpg,1,1
train_0108.jpg,0,0
train_0109.jpg,1,0
train_0110.jpg,1,1
train_0111.jpg,1,1
train_0112.jpg,0,0
train_0113.jpg,1,0
train_0114.jpg,0,0
train_0115.jpg,0,1
train_0116.jpg,0,0
train_0117.jpg,1,1
train_0118.jpg,1,0
train_0119.jpg,1,0
train_0120.jpg,1,1
train_0121.jpg,1,0
train_0122.jpg,1,1
train_0123.jpg,1,0
train_0124.jpg,1,0
train_0125.jpg,0,1
train_0126.jpg,1,1
train_0127.jpg,1,1
train_0128.jpg,1,1
train_0129.jpg,1,1
train_0130.jpg,0,0
train_0131.jpg,0,1
train_0132.jpg,1,1
train_0133.jpg,1,1
train_0134.jpg,0,1
train_0135.jpg,1,1
train_0136.jpg,1,0
train_0137.jpg,0,1
train_0138.jpg,0,0
train_0139.jpg,1,1
train_0140.jpg,1,0
train_0141.jpg,1,1
train_0142.jpg,1,1
train_0143.jpg,1,0
train_0144.jpg,1,0
train_0145.jpg,0,1
train_0146.jpg,1,1
train_0147.jpg,1,1
train_0148.jpg,1,0
train_0149.jpg,1,0
train_0150.jpg,0,0
train_0151.jpg,0,0
train_0152.jpg,0,1
train_0153.jpg,0,1
train_0154.jpg,0,1
train_0155.jpg,0,1
train_0156.jpg,0,1
train_0157.jpg,1,0
train_0158.jpg,1,1
train_0159.jpg,1,0
train_0160.jpg,1,0
train_0161.jpg,1,0
train_0162.jpg,0,0
train_0163.jpg,1,1
train_0164.jpg,1,1
train_0165.jpg,1,1
train_0166.jpg,1,1
train_0167.jpg,1,1
train_0168.jpg,1,1
train_0169.jpg,0,0
train_0170.jpg,0,1
train_0171.jpg,1,0
train_0172.jpg,0,1
train_0173.jpg,1,1
train_0174.jpg,1,1
train_0175.jpg,1,1
train_0176.jpg,1,1
train_0177.jpg,1,1
train_0178.jpg,1,0
train_0179.jpg,1,0
train_0180.jpg,0,1
train_0181.jpg,1,1
train_0182.jpg,1,1
train_0183.jpg,0,1
train_0184.jpg,1,1
train_0185.jpg,0,1
train_0186.jpg,1,0
train_0187.jpg,1,1
train_0188.jpg,1,1
train_0189.jpg,0,0
train_0190.jpg,1,0
train_0191.jpg,1,0
train_0192.jpg,1,0
train_0193.jpg,1,1
train_0194.jpg,1,1
train_0195.jpg,1,1
train_0196.jpg,1,0
train_0197.jpg,1,1
train_0198.jpg,1,0
train_0199.jpg,1,0
train_0200.jpg,1,0
train_0201.jpg,0,1
train_0202.jpg,1,0
train_0203.jpg,0,0
train_0204.jpg,1,0
train_0205.jpg,1,0
train_0206.jpg,0,1
train_0207.jpg,1,1
train_0208.jpg,1,0
train_0209.jpg,1,0
train_0210.jpg,1,1
train_0211.jpg,1,0
train_0212.jpg,1,1
train_0213.jpg,0,1
train_0214.jpg,1,0
train_0215.jpg,0,0
train_0216.jpg,0,0
train_0217.jpg,1,1
train_0218.jpg,0,0
train_0219.jpg,0,0
train_0220.jpg,1,0
train_0221.jpg,1,1
train_0222.jpg,1,0
train_0223.jpg,1,0
train_0224.jpg,1,0
train_0225.jpg,1,1
train_0226.jpg,1,0
train_0227.jpg,1,1
train_0228.jpg,1,1
train_0229.jpg,0,1
train_0230.jpg,1,0
train_0231.jpg,1,0
train_0232.jpg,1,1
train_0233.jpg,0,1
train_0234.jpg,0,0
train_0235.jpg,1,0
train_0236.jpg,1,0
train_0237.jpg,1,1
train_0238.jpg,1,1
train_0239.jpg,1,1
train_0240.jpg,0,0
train_0241.jpg,1,1
train_0242.jpg,1,0
train_0243.jpg,1,0
train_0244.jpg,1,0
train_0245.jpg,1,0
train_0246.jpg,1,1
train_0247.jpg,1,1
train_0248.jpg,0,1
train_0249.jpg,0,1
train_0250.jpg,1,0
train_0251.jpg,1,1
train_0252.jpg,1,1
train_0253.jpg,0,0
train_0254.jpg,0,1
train_0255.jpg,0,0
train_0256.jpg,1,0
train_0257.jpg,1,1
train_0258.jpg,1,0
train_0259.jpg,1,0
train_0260.jpg,0,0
train_0261.jpg,1,0
train_0262.jpg,1,1
train_0263.jpg,1,1
train_0264.jpg,1,1
train_0265.jpg,0,0
train_0266.jpg,1,1
train_0267.jpg,1,0
train_0268.jpg,1,0
train_0269.jpg,1,1
train_0270.jpg,1,0
train_0271.jpg,1,1
train_0272.jpg,1,1
train_0273.jpg,1,1
train_0274.jpg,0,1
train_0275.jpg,0,1
train_0276.jpg,1,0
train_0277.jpg,1,0
train_0278.jpg,1,1
train_0279.jpg,1,1
train_0280.jpg,1,0
train_0281.jpg,1,1
train_0282.jpg,1,1
train_0283.jpg,0,0
train_0284.jpg,1,1
train_0285.jpg,1,0
train_0286.jpg,1,0
train_0287.jpg,1,0
train_0288.jpg,1,1
train_0289.jpg,0,0
train_0290.jpg,1,1
train_0291.jpg,1,1
train_0292.jpg,1,1
train_0293.jpg,1,0
train_0294.jpg,1,0
train_0295.jpg,0,1
train_0296.jpg,0,1
train_0297.jpg,1,0
train_0298.jpg,1,1
train_0299.jpg,1,0
train_0300.jpg,1,0
train_0301.jpg,0,0
train_0302.jpg,1,0
train_0303.jpg,1,0
train_0304.jpg,1,1
train_0305.jpg,1,1
train_0306.jpg,1,0
train_0307.jpg,1,0
train_0308.jpg,1,0
train_0309.jpg,1,1
train_0310.jpg,1,0
train_0311.jpg,1,1
train_0312.jpg,1,1
train_0313.jpg,1,1
train_0314.jpg,1,1
train_0315.jpg,1,0
train_0316.jpg,1,1
train_0317.jpg,1,0
train_0318.jpg,1,1
train_0319.jpg,1,0
train_0320.jpg,1,1
train_0321.jpg,1,0
train_0322.jpg,0,1
train_0323.jpg,1,0
train_0324.jpg,0,0
train_0325.jpg,1,1
train_0326.jpg,1,0
train_0327.jpg,1,1
train_0328.jpg,1,1
train_0329.jpg,1,1
train_0330.jpg,1,0
train_0331.jpg,1,1
train_0332.jpg,1,1
train_0333.jpg,1,0
train_0334.jpg,1,0
train_0335.jpg,1,1
train_0336.jpg,1,1
train_0337.jpg,1,0
train_0338.jpg,1,0
train_0339.jpg,1,1
train_0340.jpg,1,0
train_0341.jpg,1,0
train_0342.jpg,1,1
train_0343.jpg,1,1
train_0344.jpg,1,1
train_0345.jpg,1,0
train_0346.jpg,1,0
train_0347.jpg,1,0
train_0348.jpg,1,0
train_0349.jpg,1,0
train_0350.jpg,0,0
train_0351.jpg,1,0
train_0352.jpg,1,0
train_0353.jpg,0,1
train_0354.jpg,0,0
train_0355.jpg,0,0
train_0356.jpg,0,0
train_0357.jpg,1,0
train_0358.jpg,1,0
train_0359.jpg,0,0
train_0360.jpg,0,1
train_0361.jpg,1,1
train_0362.jpg,1,1
train_0363.jpg,0,1
train_0364.jpg,1,0
train_0365.jpg,1,0
train_0366.jpg,1,1
train_0367.jpg,1,0
train_0368.jpg,0,0
train_0369.jpg,1,0
train_0370.jpg,1,0
train_0371.jpg,1,1
train_0372.jpg,1,1
train_0373.jpg,1,1
train_0374.jpg,1,0
train_0375.jpg,0,0
train_0376.jpg,1,1
train_0377.jpg,1,0
train_0378.jpg,1,1
train_0379.jpg,1,1
train_0380.jpg,1,1
train_0381.jpg,1,1
train_0382.jpg,1,1
train_0383.jpg,0,1
train_0384.jpg,1,1
train_0385.jpg,1,0
train_0386.jpg,1,0
train_0387.jpg,1,1
train_0388.jpg,1,1
train_0389.jpg,1,1
train_0390.jpg,1,1
train_0391.jpg,0,1
train_0392.jpg,1,1
train_0393.jpg,1,0
train_0394.jpg,1,0
train_0395.jpg,1,0
train_0396.jpg,0,0
train_0397.jpg,1,1
train_0398.jpg,1,1
train_0399.jpg,1,0
train_0400.jpg,1,1
train_0401.jpg,1,0
train_0402.jpg,1,1
train_0403.jpg,1,0
train_0404.jpg,1,1
train_0405.jpg,1,0
train_0406.jpg,1,0
train_0407.jpg,1,0
train_0408.jpg,1,0
train_0409.jpg,1,1
train_0410.jpg,1,1
train_0411.jpg,1,0
train_0412.jpg,1,1
train_0413.jpg,1,0
train_0414.jpg,1,1
train_0415.jpg,0,0
train_0416.jpg,1,0
train_0417.jpg,0,0
train_0418.jpg,1,0
train_0419.jpg,0,1
train_0420.jpg,0,0
train_0421.jpg,1,0
train_0422.jpg,1,1
train_0423.jpg,1,1
train_0424.jpg,1,1
train_0425.jpg,0,0
train_0426.jpg,0,0
train_0427.jpg,0,0
train_0428.jpg,1,0
train_0429.jpg,1,1
train_0430.jpg,1,1
train_0431.jpg,1,0
train_0432.jpg,1,1
train_0433.jpg,1,1
train_0434.jpg,1,1
train_0435.jpg,1,0
train_0436.jpg,1,1
train_0437.jpg,1,1
train_0438.jpg,1,1
train_0439.jpg,1,0
train_0440.jpg,1,1
train_0441.jpg,1,1
train_0442.jpg,1,1
train_0443.jpg,1,0
train_0444.jpg,1,0
train_0445.jpg,1,0
train_0446.jpg,1,1
train_0447.jpg,1,1
train_0448.jpg,0,1
train_0449.jpg,1,0
train_0450.jpg,1,1
train_0451.jpg,1,0
train_0452.jpg,1,1
train_0453.jpg,1,0
train_0454.jpg,1,0
train_0455.jpg,1,0
train_0456.jpg,1,1
train_0457.jpg,0,1
train_0458.jpg,0,0
train_0459.jpg,1,1
train_0460.jpg,1,1
train_0461.jpg,1,1
train_0462.jpg,0,1
train_0463.jpg,1,0
train_0464.jpg,0,0
train_0465.jpg,0,0
train_0466.jpg,1,1
train_0467.jpg,1,0
train_0468.jpg,1,0
train_0469.jpg,1,0
train_0470.jpg,1,0
train_0471.jpg,1,0
train_0472.jpg,1,0
train_0473.jpg,1,1
train_0474.jpg,1,1
train_0475.jpg,1,0
train_0476.jpg,0,1
train_0477.jpg,1,0
train_0478.jpg,0,0
train_0479.jpg,1,0
train_0480.jpg,1,1
train_0481.jpg,1,0
train_0482.jpg,1,1
train_0483.jpg,1,0
train_0484.jpg,1,1
train_0485.jpg,1,1
train_0486.jpg,1,1
train_0487.jpg,1,1
train_0488.jpg,1,1
train_0489.jpg,1,1
train_0490.jpg,1,1
train_0491.jpg,1,0
train_0492.jpg,0,0
train_0493.jpg,1,1
train_0494.jpg,1,0
train_0495.jpg,1,1
train_0496.jpg,0,0
train_0497.jpg,0,0
train_0498.jpg,1,1
train_0499.jpg,1,0
train_0500.jpg,1,0
train_0501.jpg,1,0
train_0502.jpg,1,1
train_0503.jpg,1,1
train_0504.jpg,1,0
train_0505.jpg,1,0
train_0506.jpg,1,0
train_0507.jpg,0,1
train_0508.jpg,1,1
train_0509.jpg,0,0
train_0510.jpg,1,1
train_0511.jpg,1,0
train_0512.jpg,1,0
train_0513.jpg,1,1
train_0514.jpg,0,0
train_0515.jpg,1,1
train_0516.jpg,1,1
train_0517.jpg,0,1
train_0518.jpg,1,1
train_0519.jpg,1,0
train_0520.jpg,1,1
train_0521.jpg,1,0
train_0522.jpg,1,0
train_0523.jpg,0,0
train_0524.jpg,0,0
train_0525.jpg,1,0
train_0526.jpg,1,1
train_0527.jpg,1,1
train_0528.jpg,1,1
train_0529.jpg,0,1
train_0530.jpg,1,0
train_0531.jpg,1,1
train_0532.jpg,1,1
train_0533.jpg,0,1
train_0534.jpg,1,0
train_0535.jpg,1,1
train_0536.jpg,1,0
train_0537.jpg,1,1
train_0538.jpg,1,0
train_0539.jpg,1,0
train_0540.jpg,1,0
train_0541.jpg,1,0
train_0542.jpg,1,1
train_0543.jpg,1,0
train_0544.jpg,0,0
train_0545.jpg,1,1
train_0546.jpg,1,1
train_0547.jpg,1,1
train_0548.jpg,0,1
train_0549.jpg,0,0
train_0550.jpg,0,0
train_0551.jpg,0,1
train_0552.jpg,1,0
train_0553.jpg,0,1
train_0554.jpg,0,0
train_0555.jpg,0,1
train_0556.jpg,1,1
train_0557.jpg,1,0
train_0558.jpg,1,0
train_0559.jpg,0,1
train_0560.jpg,1,0
train_0561.jpg,1,1
train_0562.jpg,0,1
train_0563.jpg,1,0
train_0564.jpg,1,1
train_0565.jpg,1,0
train_0566.jpg,1,0
train_0567.jpg,0,1
train_0568.jpg,0,1
train_0569.jpg,1,1
train_0570.jpg,1,1
train_0571.jpg,1,1
train_0572.jpg,1,0
train_0573.jpg,1,1
train_0574.jpg,1,0
train_0575.jpg,0,1
train_0576.jpg,1,0
train_0577.jpg,1,1
train_0578.jpg,1,0
train_0579.jpg,1,1
train_0580.jpg,1,1
train_0581.jpg,1,1
train_0582.jpg,1,0
train_0583.jpg,1,0
train_0584.jpg,1,1
train_0585.jpg,1,1
train_0586.jpg,0,0
train_0587.jpg,1,0
train_0588.jpg,1,0
train_0589.jpg,1,0
train_0590.jpg,1,0
train_0591.jpg,0,0
train_0592.jpg,1,0
train_0593.jpg,1,1
train_0594.jpg,1,0
train_0595.jpg,1,1
train_0596.jpg,1,0
train_0597.jpg,1,0
train_0598.jpg,1,0
train_0599.jpg,1,1
train_0600.jpg,1,0
train_0601.jpg,1,0
train_0602.jpg,0,0
train_0603.jpg,0,0
train_0604.jpg,1,1
train_0605.jpg,1,0
train_0606.jpg,0,1
train_0607.jpg,0,0
train_0608.jpg,1,1
train_0609.jpg,0,1
train_0610.jpg,0,0
train_0611.jpg,0,0
train_0612.jpg,0,1
train_0613.jpg,1,0
train_0614.jpg,1,0
train_0615.jpg,1,1
train_0616.jpg,0,0
train_0617.jpg,1,1
train_0618.jpg,1,1
train_0619.jpg,1,1
train_0620.jpg,0,1
train_0621.jpg,1,1
train_0622.jpg,1,1
train_0623.jpg,1,0
train_0624.jpg,0,0
train_0625.jpg,1,0
train_0626.jpg,1,1
train_0627.jpg,1,0
train_0628.jpg,1,1
train_0629.jpg,1,0
train_0630.jpg,1,0
train_0631.jpg,1,1
train_0632.jpg,1,1
train_0633.jpg,1,1
train_0634.jpg,1,1
train_0635.jpg,1,1
train_0636.jpg,0,1
train_0637.jpg,1,0
train_0638.jpg,0,0
train_0639.jpg,1,1
train_0640.jpg,1,0
train_0641.jpg,1,0
train_0642.jpg,1,1
train_0643.jpg,1,0
train_0644.jpg,1,0
train_0645.jpg,1,1
train_0646.jpg,1,0
train_0647.jpg,1,0
train_0648.jpg,1,0
train_0649.jpg,1,0
train_0650.jpg,1,1
train_0651.jpg,0,1
train_0652.jpg,0,1
train_0653.jpg,1,1
train_0654.jpg,1,1
train_0655.jpg,1,0
train_0656.jpg,0,1
train_0657.jpg,1,0
train_0658.jpg,1,0
train_0659.jpg,1,1
train_0660.jpg,1,1
train_0661.jpg,1,0
train_0662.jpg,1,1
train_0663.jpg,1,0
train_0664.jpg,1,0
train_0665.jpg,1,0
train_0666.jpg,1,1
train_0667.jpg,0,1
train_0668.jpg,1,1
train_0669.jpg,1,0
train_0670.jpg,1,1
train_0671.jpg,1,1
train_0672.jpg,0,1
train_0673.jpg,1,0
train_0674.jpg,0,0
train_0675.jpg,1,1
train_0676.jpg,1,1
train_0677.jpg,1,0
train_0678.jpg,1,1
train_0679.jpg,1,0
train_0680.jpg,1,0
train_0681.jpg,0,0
train_0682.jpg,1,1
train_0683.jpg,1,1
train_0684.jpg,1,0
train_0685.jpg,0,0
train_0686.jpg,1,0
train_0687.jpg,1,1
train_0688.jpg,1,1
train_0689.jpg,1,1
train_0690.jpg,1,0
train_0691.jpg,1,1
train_0692.jpg,1,1
train_0693.jpg,1,1
train_0694.jpg,1,1
train_0695.jpg,1,1
train_0696.jpg,0,1
train_0697.jpg,0,0
train_0698.jpg,1,1
train_0699.jpg,1,1
train_0700.jpg,1,1
train_0701.jpg,1,1
train_0702.jpg,1,1
train_0703.jpg,1,0
train_0704.jpg,1,1
train_0705.jpg,1,0
train_0706.jpg,1,1
train_0707.jpg,1,0
train_0708.jpg,1,1
train_0709.jpg,0,0
train_0710.jpg,1,0
train_0711.jpg,1,0
train_0712.jpg,1,0
train_0713.jpg,1,0
train_0714.jpg,0,0
train_0715.jpg,0,0
train_0716.jpg,1,0
train_0717.jpg,1,0
train_0718.jpg,1,0
train_0719.jpg,1,0
train_0720.jpg,1,1
train_0721.jpg,0,1
train_0722.jpg,1,1
train_0723.jpg,1,1
train_0724.jpg,1,1
train_0725.jpg,1,1
train_0726.jpg,1,0
train_0727.jpg,1,0
train_0728.jpg,0,0
train_0729.jpg,1,1
train_0730.jpg,1,1
train_0731.jpg,1,1
train_0732.jpg,1,1
train_0733.jpg,0,1
train_0734.jpg,0,0
train_0735.jpg,1,1
train_0736.jpg,1,0
train_0737.jpg,1,1
train_0738.jpg,1,0
train_0739.jpg,1,0
train_0740.jpg,1,0
train_0741.jpg,1,1
train_0742.jpg,1,1
train_0743.jpg,1,1
train_0744.jpg,1,0
train_0745.jpg,0,1
train_0746.jpg,1,0
train_0747.jpg,1,1
train_0748.jpg,1,0
train_0749.jpg,1,1
train_0750.jpg,1,1
train_0751.jpg,0,1
train_0752.jpg,1,1
train_0753.jpg,1,0
train_0754.jpg,1,0
train_0755.jpg,1,0
train_0756.jpg,1,1
train_0757.jpg,1,1
train_0758.jpg,1,1
train_0759.jpg,1,1
train_0760.jpg,1,1
train_0761.jpg,1,1
train_0762.jpg,1,1
train_0763.jpg,1,1
train_0764.jpg,0,0
train_0765.jpg,1,1
train_0766.jpg,1,0
train_0767.jpg,0,1
train_0768.jpg,1,1
train_0769.jpg,1,0
train_0770.jpg,1,1
train_0771.jpg,1,1
train_0772.jpg,1,0
train_0773.jpg,1,1
train_0774.jpg,1,1
train_0775.jpg,1,0
train_0776.jpg,1,0
train_0777.jpg,1,1
train_0778.jpg,0,0
train_0779.jpg,1,1
train_0780.jpg,1,1
train_0781.jpg,1,1
train_0782.jpg,1,0
train_0783.jpg,1,1
train_0784.jpg,1,0
train_0785.jpg,1,1
train_0786.jpg,1,1
train_0787.jpg,0,0
train_0788.jpg,1,0
train_0789.jpg,1,0
train_0790.jpg,1,0
train_0791.jpg,1,0
train_0792.jpg,0,1
train_0793.jpg,1,1
train_0794.jpg,0,0
train_0795.jpg,1,0
train_0796.jpg,1,1
train_0797.jpg,1,1
train_0798.jpg,1,1
train_0799.jpg,1,0
train_0800.jpg,0,1
train_0801.jpg,1,0
train_0802.jpg,1,1
train_0803.jpg,1,1
